statefips,state,state_name,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
12,FL,Florida,10510062,105101,525503,1051006,2627516,5255031,7882547,793446.08,260188.9,170533,91948,45653,22415,1135179468,370582169,541112543,649731668,843972167,1015317577,1103028406,7967948,584774249,79511,72895226,408804,163081657,825807,231757006,2064811,361369959,4210844,489623478,6387364,562132496,2870851,16939390,97642,10814307,414906,13154820,725548,14108706,1422514,15466068,2103327,16329138,2482756,16666910,2127681,47244094,87957,25277152,366717,34878093,627332,38768565,1163853,43229458,1647397,45788576,1898560,46654945,2671053,29864398,28739,5738274,129363,11178813,242619,13784744,552143,17873030,1046701,21811153,1647863,24766677,2049223,180268915,93598,149181392,383427,167953211,640585,173339956,1145388,177881285,1593848,179696321,1831185,180132053,1199426,37699765,22527,3456572,123883,12627575,245926,19199577,559497,29161118,861588,34582395,1028099,36542656,2082674,65493118,20296,1813691,131642,9629447,301623,19542688,811689,41402173,1396510,57126293,1753785,62788209,950826,122727342,78160,87867612,246863,108255091,359773,113633723,554174,118878949,737047,121745772,855055,122717425,179539917,96264565,128692895,143997508,164061138,176133642,179315553
13,GA,Georgia,4622011,46220,231101,462201,1155503,2311006,3466508,611967.12,247399,168308.9,92387,45603,21946,407104295,81499365,147150572,193607937,278973556,354697984,392966704,3761101,277955230,39887,28479363,204355,73644647,407924,108244032,1001251,172486534,1993522,233291863,2983146,266715777,1132611,2537446,42065,1164831,174920,1581594,304614,1801126,591742,2139576,864082,2371232,1006369,2463750,795794,9557909,38133,4162044,157717,6211073,265010,7200435,473455,8487121,648964,9191698,730176,9417944,1236618,8783031,12561,1560048,58933,3415109,113059,4401184,264778,5813621,502280,6859482,778668,7302949,738827,28629707,39597,21140652,156763,25157931,256854,26587297,444521,27937777,601379,28455439,676791,28584252,389663,10010594,7488,602349,39646,2673339,78432,4395726,181554,7317371,282330,9034129,338570,9668324,846652,24884574,6895,456043,46030,2935312,108744,6331792,310115,14583381,558351,21268387,717342,23783070,282894,32157534,30210,21794362,87291,28124694,125157,29858329,187232,31366438,237903,32067156,264600,32212088,54826550,21001340,32909705,39360119,48118055,53437100,54741881
15,HI,Hawaii,647183,6472,32359,64718,161796,323592,485387,518093.09,230679.7,168430,101959,54590,28072,58001422,9925547,18116405,24408453,36973412,49141363,55739331,503732,36087618,4905,2700649,25564,7204433,52195,11331975,131433,20045743,264625,29090863,403373,34513528,238953,356046,5927,128309,26270,186150,48264,219957,102385,273686,165854,318554,202188,338244,152674,2650037,4970,1829360,21441,2096407,37710,2226715,74229,2419766,113450,2556154,134350,2609665,111288,2235992,2021,382059,8910,863446,16234,1097230,34743,1451818,59260,1778277,79280,1998698,134544,3710286,5305,2375452,21372,3148094,36181,3359210,67590,3567842,100570,3670544,118647,3698569,75894,1934133,1596,212271,8214,628124,15445,926786,33588,1409849,53570,1734737,63723,1851703,150472,5217718,1792,143810,11254,850373,23420,1602614,56882,3162414,98119,4470644,122047,4940062,32545,2757637,3518,1747634,10068,2372455,14072,2534585,20646,2688902,26485,2762390,29539,2780902,7314200,2455554,3836612,4669126,5971320,6947466,7277760
16,ID,Idaho,814488,8145,40724,81449,203622,407244,610866,579668.52,230312.2,161561.4,97771,52445,27334,73508416,14135021,24973949,32687989,47791943,62551656,70514316,650311,43988576,6427,2823267,33413,8635760,67584,13779082,169375,24510962,337572,35426470,509772,41812809,254393,664488,7532,271967,32209,392410,56267,448546,111063,532830,174656,600465,213004,633120,158400,1507143,5900,583057,24408,883178,41441,1030889,77026,1229809,115121,1387834,136664,1454960,143764,2034577,2190,220211,10317,548385,19521,756621,44916,1115571,79704,1524167,106748,1808180,161157,6907605,6739,4572956,27109,5878517,44806,6263989,80370,6626651,118037,6815847,139616,6877605,94646,2306247,1441,162103,7755,592389,15265,941046,35346,1529479,60670,1979984,76327,2173023,169132,5090381,1316,85076,8988,594698,20082,1225758,54417,2718195,102668,4156772,134465,4754162,69962,7802315,5795,4940927,18693,6601390,27348,7077958,42260,7529157,56450,7752832,63969,7811230,8881015,3392957,5178876,6149458,7514026,8484561,8836844
17,IL,Illinois,5679379,56794,283969,567938,1419845,2839690,4259534,675100.63,270270.05,186852,107307,55727,27883,581312148,121129105,209406568,272187671,390995523,502028163,560160567,4604376,384209443,48397,42763012,248662,103375272,496877,149292784,1223316,236355085,2423056,320796205,3644145,368696826,1861847,4781507,53156,2640964,230447,3243148,411792,3567453,850502,4085589,1337836,4480934,1612857,4648184,1346720,15327838,50098,6681570,215481,9744311,372580,11200127,707443,13232557,1039765,14537630,1205297,15012424,1004721,13858566,14180,2096903,63478,4747521,116373,6154079,257543,8304769,451783,10288169,643206,11774479,1206143,41348330,50447,31778763,208559,36453235,352335,38201511,648309,40036698,937429,40949648,1082428,41255322,678037,18120244,10390,1303681,57657,4834366,115030,7560368,271660,12455306,455876,15977124,562702,17300557,1180033,39158598,8672,700897,57433,4337602,134252,9441461,385522,21963197,731948,33004272,954316,37057548,382915,42639010,36059,30216255,102948,37449981,147806,39330101,226379,41133325,299886,42251467,346768,42642066,85118422,32677874,49708561,59029408,72569416,81993009,84827030
18,IN,Indiana,3011968,30120,150598,301197,752992,1505984,2258976,490565.64,209673.6,152866,93229,49652,24926,246064069,41986939,77000224,103590266,156891958,208558392,236399592,2443295,168925510,26246,13723598,132732,37333067,267681,57657759,665518,98773155,1317415,139418071,1961975,162362368,860768,1272230,27408,515286,110695,716907,190746,817831,379159,989824,588760,1134845,717935,1207982,549227,4120717,24003,1489344,93641,2390443,152959,2796659,277749,3379272,405931,3806789,477780,3984527,457952,6445495,8138,948565,34853,2080538,62751,2699053,138539,3833990,236881,4902581,320812,5630343,496061,12721891,24712,8937789,91894,10801556,146195,11439110,258371,12174487,371984,12559664,435053,12680001,366708,8136329,5574,473230,29704,1993218,56154,3127496,131996,5297109,226725,6950514,289188,7651669,670594,14163006,4994,314855,33356,1786699,72742,3291458,194011,6890357,365660,10673713,495341,12685787,156714,19402576,19432,14502294,52096,17613873,71549,18368620,104883,19065294,132581,19383150,146424,19434148,29613586,10518818,16246233,19604631,24577340,28291709,29512077
19,IA,Iowa,1382074,13821,69104,138207,345519,691037,1036556,511536.64,223055.3,162633.6,102335,56042,30005,122591267,19446346,36504786,49472110,75845456,102246839,116909779,1128712,78958681,11712,5577215,58761,15619169,118798,24665366,297354,43749192,587154,63074476,882057,74841037,560965,1000979,13147,357996,58591,509545,106947,592999,229069,739103,381000,879803,475556,945750,324784,2234715,11154,661919,46714,1138614,79995,1376320,152450,1731463,235777,2028804,282867,2148073,211628,2900032,3848,293692,16270,801651,29756,1098039,67240,1631228,117898,2216189,155238,2555994,299664,7263235,11685,4530318,46544,5770690,77548,6206285,144206,6751696,219576,7095095,261992,7208054,200324,4140490,2888,192827,15093,851638,29108,1404767,69279,2484583,125868,3450902,161730,3860213,319367,7484821,2784,151105,16708,845610,35730,1645914,95753,3623649,187309,5811996,250943,6834097,101047,9770760,9244,6705904,28619,8495650,41602,9015727,64315,9502176,84207,9721237,93618,9777054,14514824,4813252,7587440,9232736,11702051,13665885,14415565
20,KS,Kansas,1264276,12643,63214,126428,316069,632138,948207,563147.52,234359,166398,99391,52473,27044,112928182,19983746,36705868,48996539,73047774,96058043,108407836,1023830,73330175,10588,6198701,53971,16599363,108511,25245401,270788,42732112,537446,59996993,808071,70062926,457098,868660,11825,381237,51311,513966,93053,581908,195447,692839,314235,788421,384454,830575,276630,2400763,10481,898669,43105,1405973,73584,1648347,138195,1990562,206465,2238394,242896,2331762,203876,3324681,4183,450830,17583,1101113,31345,1478393,68387,2083496,115818,2655926,152270,2987118,265071,7364398,10864,4971489,43374,6028695,72764,6448135,134374,6940590,198770,7228873,233176,7320706,172663,4167631,2523,234087,13926,992867,27389,1617664,64232,2738872,111617,3610510,140067,3945258,279263,6718615,2140,128353,14096,770565,31989,1558345,87991,3442132,167278,5335586,219628,6186636,83780,8780617,8407,6026904,25478,7791249,36694,8253632,55680,8634847,71037,8778826,78297,8801202,14154019,5066051,7934585,9554241,11867909,13523788,14090368
21,KY,Kentucky,1839531,18395,91977,183953,459883,919766,1379648,458203.63,198684.9,144480,87320,46175.5,23736,139619233,22049027,42296031,57673988,88351467,117800304,133696825,1507581,94930855,15508,7490457,79230,20731215,159931,31954864,398091,54774187,790586,77532007,1182801,90624084,474784,712041,16288,267468,64875,386726,111546,448889,219330,552073,337398,636086,408284,676852,290425,2995687,14152,1465864,53991,2024186,87933,2272674,156710,2615748,224133,2842608,259443,2930736,309614,4216421,5923,602608,24090,1378043,42739,1784037,91639,2449296,155013,3110329,211290,3579507,266512,7424965,14574,5022642,52936,6186677,83967,6602868,146025,7075510,206278,7310886,237969,7385747,190000,4414412,3808,346019,19040,1261261,35617,1910822,79078,3050537,128732,3857970,159050,4200676,411466,11085339,3576,246803,24091,1451945,53947,2855002,142356,6059821,257468,9033897,336770,10386078,93713,8667565,11117,6015793,31001,7690416,42765,8102076,62117,8473283,78314,8637858,86590,8677136,15912878,5451182,8685747,10556174,13274524,15240217,15859278
22,LA,Louisiana,1859291,18593,92965,185929,464823,929646,1394468,508840.45,208358.9,149536,84383,41311,19990,142261520,26135911,47987569,64190806,95327019,123036329,136865756,1512605,93995417,15167,6935777,79160,20477576,161675,32551490,402139,55961400,797750,77892751,1191290,89802502,491341,918795,17109,401747,70867,566148,123649,641245,246384,764765,370715,852774,436346,890482,276929,2826025,14775,1254117,55713,1860881,89605,2123378,159991,2480071,223093,2699310,252798,2775945,449242,3883902,6798,853086,27784,1833561,49726,2224736,108941,2835254,191697,3216709,286880,3256732,260089,7283786,15247,5037503,55392,6215637,87640,6593814,152923,7017220,210342,7212222,237550,7264721,172026,4384596,3834,303403,19170,1274667,35290,1958799,79700,3220554,125797,3969811,151047,4246142,353215,10034583,3672,233467,24436,1481986,51410,2710296,130976,5627402,233840,8395430,302849,9582694,107129,12573210,13230,9266033,37475,11557237,51520,12033157,75265,12464430,92880,12597206,101077,12601317,17577193,6806423,10420871,12463206,15369831,17160422,17556058
23,ME,Maine,661813,6618,33091,66181,165453,330907,496360,508665.85,218205.35,156183.7,94272,51263.5,26881,54296783,8111597,16209957,22225507,34114537,45659822,52087785,518931,35152312,5453,2581937,27549,7424637,55870,11576404,140502,20115762,279396,28624026,417920,33705780,242049,400211,6117,160250,26482,220196,47326,253599,97776,310687,158786,355974,197585,378023,141174,1368516,5179,421909,20748,733288,35165,883059,66085,1099995,100473,1255991,120550,1319278,114582,2035071,1834,229593,8355,595973,15453,805778,34511,1181111,60230,1560705,81551,1809494,126849,3533774,5491,2110238,21288,2813490,35023,3066285,62971,3329979,92707,3472808,109772,3515943,92636,2151237,1452,143698,7538,567687,14638,887640,33620,1433390,57662,1842575,73118,2020883,145713,3897886,1209,76130,7804,468945,17216,909610,45704,1951401,85561,3065050,113667,3602470,38474,3334953,3749,2130143,11114,2874771,15939,3078146,24266,3254507,31365,3326251,35233,3343951,6485746,1976671,3334860,4112188,5253097,6131054,6453647
24,MD,Maryland,2904033,29040,145202,290403,726008,1452017,2178025,625558.69,280907.35,202676,117538,59819,28020,295791795,47828997,92132092,126389594,192826833,254566915,285687013,2322629,205442546,24698,17550134,127921,48204030,257229,74233928,632914,124635030,1242288,172213089,1863136,198044425,960238,1784467,27450,697037,122180,989276,222189,1156239,462211,1438714,724580,1650018,860288,1729794,627924,6377950,24827,2375285,103944,3740242,180012,4425964,342988,5414364,501303,6048067,575718,6261305,663519,8040109,8524,1335418,38873,3015641,72407,3855555,163270,5066013,292571,5979312,417823,6711193,573866,15114694,25007,10501052,100865,12742139,170814,13581914,317222,14512743,457870,14954706,525827,15075993,300012,8161183,6072,630777,30773,2290680,57703,3483225,130757,5732815,216701,7347135,261592,7887001,601959,22914135,5653,494957,38048,3039311,81860,5872484,213975,12742138,397527,19518413,512606,21989387,151750,18193929,17603,13292253,46358,16380955,64372,17137989,96673,17847589,125377,18166643,140849,18235942,41630551,12675749,20992389,26161828,34281576,39904173,41489192
25,MA,Massachusetts,3279466,32795,163973,327947,819867,1639733,2459600,891117.68,349398.7,232957,127196,65279,32457,421257576,97466706,164154690,210254379,293516604,368477641,407819879,2664684,277029817,27734,34578929,145698,81095437,293856,116237859,728198,179702970,1423845,235984201,2124667,267515248,1357781,3444135,31430,1784755,144706,2253727,268484,2501509,574205,2890062,943041,3210351,1165551,3341686,911089,12653195,29459,5727179,131645,8169440,234868,9375681,453958,10958100,688998,12011761,811500,12408562,587527,14356224,9288,2094701,43637,4975715,80995,6755771,177368,9411341,301038,11614263,408040,13015307,801542,39263986,29921,29829355,130095,34791231,226306,36548143,419541,38240748,617358,38989144,719899,39187628,407778,11765668,5591,666102,28525,2451675,57080,4108593,142476,7488675,261722,10236568,331395,11187669,624790,19544656,4877,397038,26297,1752414,58283,3490149,175727,8871390,365227,15436615,493791,18259608,184682,29142296,19624,20340250,55155,25557914,79308,27084136,120189,28422077,154054,29041244,171591,29183051,69772526,26646912,41035817,48711504,59647945,67062914,69497196
26,MI,Michigan,4521814,45218,226091,452181,1130454,2260907,3391361,518494.72,222882,160136,95029.5,48529,22946,379238772,67872171,123811842,165911816,248665303,326471261,366201977,3483345,248008531,39245,22419486,197227,60103623,393803,90991123,964513,150951235,1900009,208551390,2821760,239541662,1494587,2859939,41173,1356093,173217,1754370,307319,1967610,633039,2319829,1008157,2614711,1239989,2755905,936214,9360570,36697,3796477,147971,5558298,249383,6489315,470645,8033884,698889,8838706,824773,9151910,766039,10502839,12043,1472378,53140,3522410,96649,4605912,212459,6462141,370227,8122882,525006,9164892,857424,19440050,37597,13514504,145053,16292059,238798,17344035,438169,18562227,643605,19207244,757168,19391653,601442,14616459,8725,896984,47135,3620905,92877,5793265,226082,9844042,391295,12782973,497188,13969206,1083256,27019058,7841,554057,51104,3102188,113050,5980896,315991,13391906,612080,21037716,839026,24893888,233415,25528656,27450,18851094,73801,23018152,102156,24072211,151118,25071248,192972,25517353,216936,25618435,47555511,16650121,26143358,31707652,39903601,45751908,47450203
27,MN,Minnesota,2642333,26423,132117,264233,660583,1321167,1981750,619895.06,263694,185951.7,111781,60266,31648,263621244,43902947,82952689,111736679,168031791,222706358,252670174,2143327,178178211,23068,16203480,117657,42677416,235639,64132377,580009,106219068,1131435,146340578,1694840,170372192,991733,2010431,24626,927037,107346,1198268,193040,1342949,405569,1589885,673667,1817038,837098,1921850,680846,6045010,22223,2389494,96573,3534248,168125,4095100,322618,4923941,498142,5589268,594756,5852296,412556,6930018,6728,720168,30015,1918884,56089,2652454,127264,3938356,223976,5256860,299876,6096055,614382,13161647,22634,7981722,93757,10285387,158684,11215092,295687,12275329,450930,12885022,537269,13079124,382213,9466462,4373,420784,24595,1803213,49335,3024280,124027,5597924,235148,7933301,303234,8842688,562119,14624984,3948,252019,24065,1371112,53331,2723918,155047,6605366,323194,11375591,436555,13432169,178447,20076153,15885,13339245,48348,17184503,71792,18409542,112159,19502383,147540,19991726,164692,20100895,35307091,11524941,18626433,22711000,28805208,33388434,35091475
28,MS,Mississippi,1173101,11731,58655,117310,293275,586551,879826,405759.95,180197,131723.9,76200,38638.5,19862,79332561,13513800,25005131,33937880,51457277,67433518,75861201,965446,53210305,9691,3849564,49452,11064795,99741,17464182,247841,30281152,499515,43106245,753996,50534060,267143,425267,10346,179293,41354,253600,71808,290058,140332,351327,202960,391232,236398,409558,131837,1137566,8458,479997,29804,737967,46971,851753,80738,998792,107619,1083576,120395,1114525,262594,2192921,4257,419362,17131,919282,30472,1150984,65284,1503453,114534,1717872,169103,1737510,125703,4042669,8838,2961074,29927,3513229,46309,3701288,77937,3915073,102690,4002298,114607,4029521,94458,2050114,2488,197777,11914,676533,21708,987360,46313,1521990,69049,1839181,82059,1970831,245067,6980923,2565,205564,18493,1244127,39182,2260296,97269,4395363,164681,6014807,209097,6672924,53064,5827280,7538,4457416,19823,5390733,26950,5591887,38267,5766861,46153,5827562,49905,5833358,8610191,3297109,5010026,6022870,7484101,8384677,8596945
29,MO,Missouri,2689845,26898,134492,268985,672461,1344923,2017384,516150.55,219242,156697,93339,49033,24966,226276892,41342779,74365961,98935310,147071948,193068159,217564267,2147101,148349435,22646,13000907,115452,34580818,231924,52337005,574190,87443637,1138456,122105794,1709581,142111463,871422,1609561,24412,726087,103153,957210,184101,1080290,379269,1286944,600404,1459675,731283,1537190,557153,6820377,21982,3814257,88955,4834492,150395,5316455,282026,6003437,417865,6494541,490416,6681560,450968,6393843,8056,901823,33950,2128141,61436,2775619,135308,3906445,235196,4985371,321809,5686490,519291,13065506,22593,8549910,87909,10587266,145596,11378892,266860,12288268,391857,12818288,458573,12985383,335221,8102605,5526,571558,29751,2180255,57272,3415224,132476,5557296,221895,7090715,275798,7704814,611737,16052802,4816,330292,32025,1886208,70870,3736461,194195,8402240,366181,12954917,482449,14908870,147040,16630851,16240,12353797,45707,15064234,64608,15744344,96329,16366251,123079,16613027,136391,16667773,28207648,10481163,16029704,19198209,23770330,27064655,28111900
30,MT,Montana,510064,5101,25503,51006,127516,255032,382548,606435.04,232456.8,161161,96744,50559,25696,47591084,10864811,17833439,22672585,32079403,41108005,45882881,396899,25489760,3932,1732167,20309,5001289,41390,8015267,104066,14282604,207147,20579416,313481,24311837,182332,410692,4765,135133,20904,207812,36966,247872,75962,309783,123159,363744,151705,388302,121635,1355210,3842,535141,16229,793144,28177,918747,54860,1093310,85223,1226246,102658,1287841,91082,1502107,1578,167919,7022,412086,13099,566032,29379,858952,51601,1167226,68875,1365163,117977,6781316,4342,4937617,17880,5892158,30118,6189108,56199,6503255,85410,6684249,102176,6748338,66741,1546956,1008,90461,5572,398824,10834,629463,25574,1038235,44063,1342445,54624,1463182,111130,3248031,968,55630,6008,367388,13421,752375,36916,1726959,69746,2681309,90196,3053412,50542,4853182,3727,2876741,13148,4092606,19708,4424194,30869,4705308,41007,4838513,46144,4859890,6268302,2690156,3867813,4487174,5371965,6021099,6245609
31,NE,Nebraska,866048,8660,43302,86605,216512,433024,649536,557564.84,231870.6,166530,102369,54940,29493,80096690,14823364,26161770,34532287,51251100,67605063,76628182,719471,51496776,7393,3900932,37340,10652707,75232,16522445,188370,28882313,373935,41323774,564278,48899081,310557,592830,8181,253198,35497,344964,63665,391850,132840,465874,213796,533286,261377,564168,199204,1797634,7033,848710,29271,1160185,50687,1310700,97063,1519788,146970,1684616,173577,1747086,136234,1791713,2436,191672,10477,465817,19176,631517,43155,954980,75615,1315574,99620,1542092,191399,5225388,7379,3331481,29596,4159424,50028,4463037,93972,4843651,141500,5087751,166987,5174623,114922,2550807,1740,141997,9256,591030,17964,938378,41585,1584271,72830,2145013,91244,2371720,163798,4134608,1472,91993,9335,532721,20471,1043288,53622,2214509,100277,3374438,129624,3834157,69931,7823070,6129,5467524,19425,6872369,28521,7283359,44469,7655361,58322,7806764,64774,7834123,10004410,3704671,5619221,6705127,8292728,9493315,9943677
32,NV,Nevada,1475426,14754,73771,147543,368857,737713,1106570,649720.98,229654.7,159238.4,91667,48054,25408,147803261,44092351,64395787,78270434,104595333,129273467,142644751,1195283,82958587,11267,8314305,59015,19734139,120417,29204354,304599,48253618,617488,67570083,940662,79025843,365157,1610019,13408,1034779,55225,1262482,94798,1348249,181752,1464896,269109,1543112,315482,1577170,231443,4088445,11364,2392151,44503,3141948,73018,3418547,129187,3747640,180023,3949789,205465,4026157,278248,3694375,4060,669981,18331,1376001,33304,1734217,71013,2279448,123873,2819976,177190,3172486,240936,19384821,12455,16509373,48262,18375599,77305,18809628,133605,19174846,186008,19331674,213557,19373067,122528,3530296,2649,362855,14583,1239710,27465,1815293,57890,2675374,87466,3193619,103234,3388446,284468,9757611,2749,225152,20387,1578400,45092,3102618,113068,6190312,192081,8544525,237492,9327491,80272,13823911,9895,11002592,28053,12942547,38191,13356456,53986,13714295,66793,13837024,73593,13855842,21536514,11010104,14605738,16455117,19107802,20905893,21473591
33,NH,New Hampshire,679583,6796,33979,67958,169896,339792,509687,678952.69,287272.7,202037.7,120889,65111,34564,76766198,15428989,26363474,34427912,50100878,65330981,73638353,550227,49509505,5439,4943695,28689,12071135,58522,17937571,146922,29551651,289520,40675164,434466,47279444,272798,553782,6411,242632,28583,326296,51976,369260,109875,438227,183339,502671,229335,530643,181832,2000514,5754,713982,24717,1132687,43209,1338276,83563,1625764,130312,1849112,157056,1937886,109660,3368388,2087,630447,9165,1312563,16571,1714709,35680,2304835,61783,2855500,80830,3139220,159395,7828928,5909,5979766,24671,6899726,41917,7228059,77275,7567540,116826,7750672,139174,7810369,99778,2782881,1382,189112,7094,641221,13847,998690,33037,1722142,61503,2370650,78989,2616092,149368,4370276,1353,105997,7426,500779,16079,947703,43714,2110589,87201,3438951,116433,4028086,33185,3264491,3792,2178001,10307,2811904,14481,2995964,21282,3169856,27484,3254602,30476,3272832,11144773,3946877,6062469,7292369,9162607,10535816,11064455
34,NJ,New Jersey,4304172,43042,215209,430417,1076043,2152086,3228129,831946.84,338941.8,227038,123462,61475,29172,505591085,98250861,181985840,240833382,347291627,441883585,489399485,3481915,348645737,37506,40128090,194104,101007923,389632,146436954,955329,227233296,1860478,298435023,2783784,337175390,1465599,4201616,40464,2023169,180866,2614509,327763,2947685,676172,3498774,1073127,3920255,1287049,4085684,1169558,12374541,38211,4547887,171950,7113223,307686,8453386,603887,10351853,908959,11661498,1057179,12114317,845402,17256053,10584,2376155,52102,5888592,99597,8005055,225064,10999478,390533,13444556,546290,15105697,1027404,30039495,38351,20926647,166046,25305949,289388,27115535,547458,28961587,805011,29768119,931474,29986522,473412,13239530,6783,695444,34308,2774548,70309,4749436,180257,8718686,323737,11722773,400518,12717099,824949,25917215,6012,492515,35095,2338237,82475,4950747,256278,12930169,518169,21450044,678325,24517270,272678,32145386,25753,20790384,75510,27573501,111217,29564396,171714,31237210,223185,31989161,251208,32171700,79625180,26899308,44740587,54426560,68090443,76876998,79382093
35,NM,New Mexico,930950,9310,46548,93095,232738,465475,698213,416987,194904,141067,81508,41469,20600,65157490,9785816,19548251,27174837,42019005,55648382,62774025,725211,41780941,7137,2737781,37035,8469551,75092,13584646,187345,23858081,379719,34209185,577139,40070263,266901,431293,8264,135451,35083,215633,61766,259064,123794,335159,187003,385319,223454,409628,140088,1376838,6769,539087,26683,831728,44160,976933,79515,1178511,109623,1297892,124855,1342739,140194,1963535,2612,300069,11062,657894,20228,855629,42794,1169739,71689,1474826,97113,1707507,132701,3505594,7097,2316348,26848,2932600,43402,3141117,76025,3362852,104119,3466280,118731,3494939,87455,2171027,2334,223485,11481,768715,20899,1114183,43292,1659878,63814,1973608,74986,2095149,202666,6635775,2579,210368,16727,1223422,34322,2185714,81688,4185219,135984,5735356,169961,6353348,40551,3309144,5281,2372941,13680,2987293,18845,3143110,27369,3285449,33906,3337440,37401,3328610,7369572,2380544,3919289,4857066,6243643,7113383,7355067
36,NY,New York,9184027,91840,459201,918403,2296007,4592014,6888020,823230.46,284140.65,189375.3,104226,53071,24593,1030734567,287782024,447355730,552069525,742140211,914495127,1001899389,7324892,656080777,76710,101034172,400652,211206185,806200,289007377,1995045,430816973,3970985,565490530,5938688,637060553,3422087,14168989,88444,9768141,400633,11302368,744666,11973454,1594107,12969787,2502940,13657943,3000568,13952456,2136179,33014292,82601,18612839,351035,24343070,604139,26749252,1139437,29868805,1659275,31804022,1923764,32559415,1771614,33581874,23069,5723996,111050,12620033,205616,15878129,439170,20366362,748938,24139706,1082644,28021634,1922681,96064242,83026,79523243,339007,88695525,568712,91543486,1036625,94360488,1487582,95604849,1729027,95976649,903746,23649211,15014,1915032,82211,6840997,163834,10491771,383689,16850305,626087,21139183,768224,22767764,1753144,58166744,12810,1243309,88815,7302694,213780,15328538,610702,34023645,1118841,49424446,1442738,55323081,578729,75052120,60884,56341220,172794,69194553,244389,72021417,365237,74106861,466406,75022153,529759,75203922,171835015,79488609,112960848,129448793,152525398,167580500,171558730
37,NC,North Carolina,4652522,46525,232626,465252,1163131,2326261,3489392,591618.78,248111.9,170144,96192,48987,24875,412520552,73949649,139336325,186417302,274354420,354691786,396865853,3760338,275871473,39736,26012172,203066,70137392,404595,104177190,995176,168267762,1981798,229861438,2976696,264695804,1396783,2384492,43016,966446,185309,1373581,332083,1607229,675852,1952642,1028340,2197210,1217274,2298883,938948,9321614,38801,3265920,165137,5360768,284275,6454484,523938,7914425,740437,8794570,845049,9103474,917099,12671913,13364,1702298,58358,3833901,108645,5110208,244303,7169866,433317,9233145,609014,10720079,863827,27486809,40326,18674120,163819,23227858,275053,24909539,491324,26535719,684177,27228353,778292,27411440,521728,12956256,8589,724694,45358,3128682,91203,5246442,217280,9023015,354998,11446579,433785,12353761,971756,26348508,7546,475703,49033,2989106,114796,6321351,329351,14560878,607638,21732441,791111,24720665,273753,29748027,29235,20307914,84431,26099947,121383,27700922,181665,29089794,230706,29664602,254639,29803156,53963079,19037365,30775839,37282004,46234471,52091545,53803636
